equation_id,report_section,equation_name,classification,physical_or_numerical_purpose,theory_runtime_label,dependent_variable,differential_states,algebraic_variables,inputs,parameters,units,per_unit_base,sign_convention,reference_frame,current_direction,assumptions,source_author,source_title,edition_year,chapter_section,printed_page,PDF_page_index,source_equation_number,DOI_ISBN_URL,source_notation,project_notation,transformation_derivation,production_function,production_file,test_or_oracle,readiness_status,limitation
"TS-A-02","8.2","Full-step expansion","SOURCE_VERBATIM","Full-step solution error expansion.","RUNTIME_DERIVATION","x_h","x","y","f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","single step from exact start","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","x_h = x* + C*h^{p+1} + O(h^{p+2})","identical (basis of step-doubling estimator)","source: x_h = x* + C*h^{p+1} + O(h^{p+2}) -> project: identical (basis of step-doubling estimator)","ts_adaptive_driver","+stability/ts_adaptive_driver.m","test_ts_adaptive_lte","VERIFIED","C is leading error constant."
"TS-A-03","8.2","Two-half-step expansion","SOURCE_VERBATIM","Two half-step solution error accumulates twice.","RUNTIME_DERIVATION","x_h2h2","x","y","f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","two steps of h/2 from same start","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","x_h2h2 = x* + 2*C*(h/2)^{p+1} + O(h^{p+2})","identical (basis of step_h1+step_h2 in ts_adaptive_driver.m:128-129)","source: x_h2h2 = x* + 2*C*(h/2)^{p+1} + O(h^{p+2}) -> project: identical (basis of step_h1+step_h2 in ts_adaptive_driver.m:128-129)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:128-130","test_ts_adaptive_lte","VERIFIED","Two half-step errors accumulate to leading order."
"TS-A-04","8.2","Simplification","PROJECT_DERIVED","Simplify 2*(h/2)^{p+1} = 2^{-p}*h^{p+1}.","RUNTIME_DERIVATION","x_h2h2","none","none","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","algebraic simplification","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","2*C*(h/2)^{p+1} = 2^{-p}*C*h^{p+1}","identical (algebraic identity)","source: 2*C*(h/2)^{p+1} = 2^{-p}*C*h^{p+1} -> project: identical (algebraic identity)","ts_adaptive_driver","+stability/ts_adaptive_driver.m","test_ts_adaptive_lte","VERIFIED","Factor 2^{-p} from two half steps."
"TS-A-05","8.2","Difference equation","PROJECT_DERIVED","Subtract full-step from two-half-step to isolate leading error.","RUNTIME_DERIVATION","x_h2h2 - x_h","none","none","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","leading error cancellation","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","x_h2h2 - x_h = (2^{-p}-1)*C*h^{p+1} + O(h^{p+2})","identical (basis of e=(x_hh-x_f)/denom)","source: x_h2h2 - x_h = (2^{-p}-1)*C*h^{p+1} + O(h^{p+2}) -> project: identical (basis of e=(x_hh-x_f)/denom)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:134","test_ts_adaptive_lte","VERIFIED","Sign: 2^{-p}-1 is negative for p>0."
"TS-A-06","8.2","Fine-solution error estimator","PROJECT_DERIVED","Estimate fine-solution local error from difference.","RUNTIME_EQUATION","e_fine","none","x_h, x_h2h2","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","project-derived; proven by analytic test","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","e_fine = (x_h2h2 - x_h)/(2^p - 1)","identical (e=(x_halfhalf-x_full)/denom; denom=2^p-1 in ts_adaptive_driver.m:44,134)","source: e_fine = (x_h2h2 - x_h)/(2^p - 1) -> project: identical (e=(x_halfhalf-x_full)/denom; denom=2^p-1 in ts_adaptive_driver.m:44,134)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:44,134","test_ts_adaptive_lte","VERIFIED","PROJECT_DERIVED: Hairer does NOT print exact /3; project derivation in adaptive_ts_track_a.md."
"TS-A-07","8.2","Trapezoidal specialization (p=2, /3)","PROJECT_DERIVED","For trapezoidal p=2, denominator 2^p-1=3.","RUNTIME_EQUATION","e_x","none","x_h, x_h2h2","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","p=2","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","e_x = (x_h2h2 - x_h)/3","identical (denom=2^2-1=3 in ts_adaptive_driver.m:44)","source: e_x = (x_h2h2 - x_h)/3 -> project: identical (denom=2^2-1=3 in ts_adaptive_driver.m:44)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:44","test_ts_adaptive_lte","VERIFIED","PROJECT_DERIVED; proven by test_ts_adaptive_lte Test C."
"TS-A-08","8.2","Component scaling","SOURCE_TRANSFORMED","Per-component scale: absolute + relative tolerance.","RUNTIME_EQUATION","sc_i","none","x_n, x_cand","atol, rtol","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","absolute near zero; relative for large states","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","sc_i = atol_i + rtol_i*max(|x_n_i|, |x_cand_i|)","identical (sc_x=atol_x+rtol_x*max(abs(x),abs(x_halfhalf)) in ts_adaptive_driver.m:137)","source: sc_i = atol_i + rtol_i*max(|x_n_i|, |x_cand_i|) -> project: identical (sc_x=atol_x+rtol_x*max(abs(x),abs(x_halfhalf)) in ts_adaptive_driver.m:137)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:137","test_ts_adaptive_lte","VERIFIED","No max(|x|,1) floor."
"TS-A-09","8.2","Normalized error norm (weighted RMS)","PROJECT_DERIVED","Weighted RMS normalized error (NOT max-norm).","RUNTIME_EQUATION","E_x","none","e, sc","none","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","weighted RMS over states","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","E_x = sqrt(mean((e_i/sc_i)^2))","identical (err_x=sqrt(mean((e./sc_x).^2)) in ts_adaptive_driver.m:138)","source: E_x = sqrt(mean((e_i/sc_i)^2)) -> project: identical (err_x=sqrt(mean((e./sc_x).^2)) in ts_adaptive_driver.m:138)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:138","test_ts_adaptive_lte","VERIFIED","Code uses weighted RMS, NOT max-norm (differs from mission prose)."
"TS-A-10","8.2","Acceptance and rejection","PROJECT_DERIVED","Accept iff E<=1 and algebraic residual <= g_tol; else reject.","RUNTIME_EQUATION","E","none","e, sc, g","none","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","combined DAE error","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","E=max(E_x,E_y); accept iff E<=1 and alg_res<=g_tol","identical (err=max(err_x,err_y); if err<=1 && alg_res<=g_tol accept in ts_adaptive_driver.m:144,151)","source: E=max(E_x,E_y); accept iff E<=1 and alg_res<=g_tol -> project: identical (err=max(err_x,err_y); if err<=1 && alg_res<=g_tol accept in ts_adaptive_driver.m:144,151)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:144,151","test_ts_adaptive_lte","VERIFIED","E_y uses e_y NOT divided by 3 (see TS-A-16)."
"TS-A-11","8.2","Step controller","PROJECT_DERIVED","Step-size controller with safety factor and clamps.","RUNTIME_EQUATION","h_new","none","E, h","fac, fac_min, fac_max","see source_notation/project_notation","s","system base","machine into network","rotor dq frame","network into bus","local error control; exponent 1/(p+1)=1/3","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","alpha=min(fac_max,max(fac_min,0.9*E^{-1/3})); h_new=min(h_max,max(h_min,h*alpha))","identical (factor=min(fac_max,max(fac_min,fac*(1/err)^(1/3))); dt=min(dt_max,max(dt_min,dt*factor)) in ts_adaptive_driver.m:198-202)","source: alpha=min(fac_max,max(fac_min,0.9*E^{-1/3})); h_new=min(h_max,max(h_min,h*alpha)) -> project: identical (factor=min(fac_max,max(fac_min,fac*(1/err)^(1/3))); dt=min(dt_max,max(dt_min,dt*factor)) in ts_adaptive_driver.m:198-202)","ts_adaptive_driver","+stability/ts_adaptive_driver.m","test_ts_adaptive_lte","VERIFIED","fac=0.9, fac_min=0.2, fac_max=5.0, exp=1/3. E=0 -> alpha=fac_max."
"TS-A-12","8.2","Rejection rollback","PROJECT_DERIVED","On reject: halve dt, retry from same (x,y); committed state unchanged.","RUNTIME_EQUATION","h_retry","none","h","none","see source_notation/project_notation","s","system base","machine into network","rotor dq frame","network into bus","no silent fixed-step fallback","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","h_retry = h/2; (t,x,y) committed unchanged","identical (dt=h/2; x,y unchanged in ts_adaptive_driver.m:215; reject_limit=10)","source: h_retry = h/2; (t,x,y) committed unchanged -> project: identical (dt=h/2; x,y unchanged in ts_adaptive_driver.m:215; reject_limit=10)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:204-234","test_ts_adaptive_lte","VERIFIED","Fail-closed if dt hits dt_min with err>1."
"TS-A-13","8.2","Exact event landing","PROJECT_DERIVED","Shrink dt to land exactly on event; no step spans two topologies.","RUNTIME_EQUATION","h","none","t, t_event","none","see source_notation/project_notation","s","system base","machine into network","rotor dq frame","network into bus","event within dt","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","if event within dt: h = t_event - t","identical (ts_adaptive_driver.m:108-119; next_event loop shrinks t_target)","source: if event within dt: h = t_event - t -> project: identical (ts_adaptive_driver.m:108-119; next_event loop shrinks t_target)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:108-119","test_ts_adaptive_lte","VERIFIED","No trapezoidal step crosses topology change."
"TS-A-14","8.2","Endpoint input sampling","PROJECT_DERIVED","Input sampled at step endpoints per implementation.","RUNTIME_EQUATION","u","none","t, t+h","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","inputs held constant within step","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","u sampled at t and t+h (no midpoint provider in current runtime)","identical (no midpoint sampling; Y_now at t, Y_right at event)","source: u sampled at t and t+h (no midpoint provider in current runtime) -> project: identical (no midpoint sampling; Y_now at t, Y_right at event)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:121,164","test_ts_adaptive_lte","VERIFIED","No t+h/2 input provider currently implemented."
"TS-A-15","8.2","Accepted solution choice","PROJECT_DERIVED","Accepted solution is the fine two-half-step solution x_halfhalf.","RUNTIME_EQUATION","x_accepted","none","x_h2h2","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","fine solution higher accuracy","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","x_accepted = x_halfhalf (NOT x_full, NOT Richardson-extrapolated)","identical (x=x_halfhalf in ts_adaptive_driver.m:153)","source: x_accepted = x_halfhalf (NOT x_full, NOT Richardson-extrapolated) -> project: identical (x=x_halfhalf in ts_adaptive_driver.m:153)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:153","test_ts_adaptive_lte","VERIFIED","x_full used only to form estimate; not the public solution."
"TS-A-16","8.2","Algebraic discrepancy (e_y not /3)","PROJECT_DERIVED","Algebraic error e_y = y_h2h2 - y_h (NOT divided by 3).","RUNTIME_EQUATION","e_y","none","y_h, y_h2h2","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","project-derived; not a sourced Richardson LTE","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","e_y = y_h2h2 - y_h (no /3 division)","identical (e_y=(y_halfhalf-step_full.y_full) in ts_adaptive_driver.m:141; no /3)","source: e_y = y_h2h2 - y_h (no /3 division) -> project: identical (e_y=(y_halfhalf-step_full.y_full) in ts_adaptive_driver.m:141; no /3)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:141","test_ts_adaptive_lte","VERIFIED","PROJECT_DERIVED algebraic discrepancy; not sourced Richardson LTE. Mission Layer 4 requires this label."
"LFN-01","9-11","Constant-impedance load conversion","SOURCE_TRANSFORMED","Convert load S0 to shunt admittance for constant-impedance load model.","RUNTIME_EQUATION","Y_load","none","S0, V0","none","see source_notation/project_notation","pu","system base","load consumes; injection negative","phase reference","network into bus","constant-impedance load; sinusoidal steady state","Bergen & Vittal","Power Systems Analysis","2nd ed.","2.6","--","--","Eq 2.34","--","Y_load = conj(S0)/|V0|^2","identical (Yload=conj(Sload)./(abs(V0).^2+eps) in classical_dae.m:51; (P-jQ)/V0^2 in padiyar_model11_dae.m:203)","source: Y_load = conj(S0)/|V0|^2 -> project: identical (Yload=conj(Sload)./(abs(V0).^2+eps) in classical_dae.m:51; (P-jQ)/V0^2 in padiyar_model11_dae.m:203)","classical_dae / padiyar_model11_dae / network_model","+stability/classical_dae.m, +stability/padiyar_model11_dae.m","test_matpower6_case14","VERIFIED","conj(P+jQ)=P-jQ; +eps guards zero voltage. RTS-24 uses this for PSAT comparison."
"LFN-02","9-11","Fault shunt/admittance construction","PROJECT_DERIVED","Three-phase fault modeled as shunt admittance at fault bus.","RUNTIME_EQUATION","Y_fault","none","Zf","none","see source_notation/project_notation","pu","system base","fault to ground","phase reference","network into bus","solid or impedance fault; shunt at fault bus","Bergen & Vittal","Power Systems Analysis","2nd ed.","9.3","--","--","Eq 9.x","--","Y_fault = 1/Zf added to fault bus diagonal","identical (ts_topology_at adds fault admittance to Yfault)","source: Y_fault = 1/Zf added to fault bus diagonal -> project: identical (ts_topology_at adds fault admittance to Yfault)","ts_topology_at","+stability/ts_topology_at.m","test_ts_characterization_fixed","VERIFIED","Zf=j0.1 typical; solid fault Zf=0 -> Y_fault=inf (handled)."
"LFN-03","9-11","Prefault/fault/postfault Ybus","PROJECT_DERIVED","Three topology Ybus matrices: Ypre, Yfault, Ypost.","RUNTIME_EQUATION","Ypre, Yfault, Ypost","none","Ynet, Y_fault, fault_bus","none","see source_notation/project_notation","pu","system base","network into bus","phase reference","network into bus","fault applied then cleared","Bergen & Vittal","Power Systems Analysis","2nd ed.","9.3","--","--","Eq 9.x","--","Ypre=Ynet; Yfault=Ypre+Y_fault at fault bus; Ypost=Ypre (fault cleared)","identical (events struct: Ypre, Yfault, Ypost in ts_adaptive_driver.m:34-35)","source: Ypre=Ynet; Yfault=Ypre+Y_fault at fault bus; Ypost=Ypre (fault cleared) -> project: identical (events struct: Ypre, Yfault, Ypost in ts_adaptive_driver.m:34-35)","ts_topology_at","+stability/ts_topology_at.m","test_ts_characterization_fixed","VERIFIED","Ypost may differ from Ypre if line tripped (case-dependent)."
"LFN-04","9-11","Fault impedance","CASE_DEFINED","Fault impedance Zf specified by case.","CASE_INPUT","Zf","none","none","none","see source_notation/project_notation","pu","system base","fault to ground","phase reference","network into bus","three-phase to ground fault","Bergen & Vittal","Power Systems Analysis","2nd ed.","9.3","--","--","Eq 9.x","--","Zf = Rf + jXf (pu)","identical (ts_options.Zf in run_ts.m; case-specific)","source: Zf = Rf + jXf (pu) -> project: identical (ts_options.Zf in run_ts.m; case-specific)","run_ts / case_data","run_ts.m:14","test_ts_characterization_fixed","VERIFIED","Case-specific; never tuned after seeing results."
"LFN-05","9-11","Fault clearing operation","PROJECT_DERIVED","At t_clear, remove fault admittance; switch to Ypost.","RUNTIME_EQUATION","Y","none","t, t_clear","none","see source_notation/project_notation","pu","system base","network into bus","phase reference","network into bus","discrete event","Bergen & Vittal","Power Systems Analysis","2nd ed.","9.3","--","--","Eq 9.x","--","at t_clear: Y switches from Yfault to Ypost","identical (ts_topology_at returns Ypost for t>t_clear)","source: at t_clear: Y switches from Yfault to Ypost -> project: identical (ts_topology_at returns Ypost for t>t_clear)","ts_topology_at","+stability/ts_topology_at.m","test_ts_characterization_fixed","VERIFIED","Algebraic re-solve after switch (TS-F-11)."
"LFN-06","9-11","Generator current accumulation","PROJECT_DERIVED","Sum generator currents into bus injection vector.","RUNTIME_EQUATION","Iinj","none","Ig","none","see source_notation/project_notation","pu","system base","machine into network","rotor dq frame","machine into network","superposition","Bergen & Vittal","Power Systems Analysis","2nd ed.","7.3","--","--","Eq 7.16","--","Iinj(b) += Ig(k) for generator k at bus b","identical (g(2*b-1:2*b)+=[real(Ig);imag(Ig)] in synchronous_emf6_ssa.m:182; gc(b)+=Ig in padiyar_model11_dae.m:144)","source: Iinj(b) += Ig(k) for generator k at bus b -> project: identical (g(2*b-1:2*b)+=[real(Ig);imag(Ig)] in synchronous_emf6_ssa.m:182; gc(b)+=Ig in padiyar_model11_dae.m:144)","synchronous_emf6_ssa / padiyar_model11_dae","+stability/synchronous_emf6_ssa.m:179-183, +stability/padiyar_model11_dae.m:141-145","test_emf6_model","VERIFIED","Same convention across all models."
"LFN-07","9-11","Bus-voltage reconstruction","PROJECT_DERIVED","Reconstruct complex bus voltages from algebraic state y.","RUNTIME_EQUATION","V","none","y","none","see source_notation/project_notation","pu","system base","network into bus","phase reference","network into bus","y interleaved [Re(V1),Im(V1),...]","Bergen & Vittal","Power Systems Analysis","2nd ed.","2.4","--","--","Eq 2.18","--","V = complex(y(1:2:end), y(2:2:end))","identical (V=complex(y(1:2:end),y(2:2:end)) in synchronous_emf6_ssa.m:168, padiyar_model11_dae.m:139)","source: V = complex(y(1:2:end), y(2:2:end)) -> project: identical (V=complex(y(1:2:end),y(2:2:end)) in synchronous_emf6_ssa.m:168, padiyar_model11_dae.m:139)","synchronous_emf6_ssa / padiyar_model11_dae","+stability/synchronous_emf6_ssa.m, +stability/padiyar_model11_dae.m","test_emf6_model","VERIFIED","Interleaved real/imag storage convention."
"LFN-08","9-11","Constant-power load (if used)","SOURCE_TRANSFORMED","Constant-power load: current from S0 and V.","RUNTIME_EQUATION","I_load","none","S0, V","none","see source_notation/project_notation","pu","system base","load consumes","phase reference","network into bus","constant-power load model","Bergen & Vittal","Power Systems Analysis","2nd ed.","2.6","--","--","Eq 2.35","--","I_load = conj(S0/V)","identical (Iload=conj((load.P+1i*load.Q)/V) in synchronous_emf6_ssa.m:175 otherwise branch)","source: I_load = conj(S0/V) -> project: identical (Iload=conj((load.P+1i*load.Q)/V) in synchronous_emf6_ssa.m:175 otherwise branch)","synchronous_emf6_ssa / network_residual","+stability/synchronous_emf6_ssa.m:175","test_emf6_model","VERIFIED","Used only when load_model not cz; cc_p_cz_q is mixed."
"CMP-01","9-11","Generator-ID mapping","PROJECT_DERIVED","Map generator IDs between Ours and reference tools.","VALIDATION_ORACLE","gen_map","none","gen_buses","none","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","machine into network","bus-based mapping","Bergen & Vittal","Power Systems Analysis","2nd ed.","7.3","--","--","Eq 7.x","--","map by generator bus [1,2,3,6,8] for case14","identical (run_three_way_validation maps generators by bus)","source: map by generator bus [1,2,3,6,8] for case14 -> project: identical (run_three_way_validation maps generators by bus)","run_three_way_validation","scripts/validation/run_three_way_validation.m","test_run_three_way_validation_structured","VERIFIED","Mapping verified before comparison; fail-closed on mismatch."
"CMP-02","9-11","Bus-ID mapping","PROJECT_DERIVED","Map bus IDs between Ours and reference tools.","VALIDATION_ORACLE","bus_map","none","bus_ids","none","see source_notation/project_notation","dimensionless","system base","network into bus","phase reference","network into bus","bus number mapping","Bergen & Vittal","Power Systems Analysis","2nd ed.","2.4","--","--","Eq 2.x","--","map by external bus IDs","identical (run_three_way_validation maps buses)","source: map by external bus IDs -> project: identical (run_three_way_validation maps buses)","run_three_way_validation","scripts/validation/run_three_way_validation.m","test_run_three_way_validation_structured","VERIFIED","Required for PF bus-by-bus comparison."
"CMP-03","9-11","Reference-angle alignment","PROJECT_DERIVED","Align angle reference between Ours and reference (slack bus).","VALIDATION_ORACLE","theta_aligned","none","theta, theta_ref","none","see source_notation/project_notation","rad","system base","network into bus","phase reference","network into bus","common slack bus","Bergen & Vittal","Power Systems Analysis","2nd ed.","2.4","--","--","Eq 2.x","--","theta_aligned = theta - theta_ref(slack)","identical (run_three_way_validation aligns to common slack)","source: theta_aligned = theta - theta_ref(slack) -> project: identical (run_three_way_validation aligns to common slack)","run_three_way_validation","scripts/validation/run_three_way_validation.m","test_run_three_way_validation_structured","VERIFIED","Required before angle comparison."
"CMP-04","9-11","COI transformation","PROJECT_DERIVED","Inertia-weighted COI angle for common-mode removal.","VALIDATION_ORACLE","delta_COI","delta","none","H","see source_notation/project_notation","rad","machine base","machine into network","rotor dq frame","machine into network","inertia-weighted average","Bergen & Vittal","Power Systems Analysis","2nd ed.","7.4","--","--","Eq 7.20","--","delta_COI = sum(H_i*delta_i)/sum(H_i)","identical (coi_relative.m implements inertia-weighted COI)","source: delta_COI = sum(H_i*delta_i)/sum(H_i) -> project: identical (coi_relative.m implements inertia-weighted COI)","coi_relative","scripts/validation/coi_relative.m","test_coi_weighting","VERIFIED","Removes common-mode motion."
"CMP-05","9-11","Incremental trajectory","PROJECT_DERIVED","Incremental angle from t=0 removes initial offset.","VALIDATION_ORACLE","tilde_delta","delta","none","none","see source_notation/project_notation","rad","machine base","machine into network","rotor dq frame","machine into network","COI frame; incremental","Bergen & Vittal","Power Systems Analysis","2nd ed.","7.4","--","--","Eq 7.21","--","tilde_delta_i(t) = [delta_i(t)-delta_COI(t)] - [delta_i(0)-delta_COI(0)]","identical (coi_relative.m computes incremental COI-relative)","source: tilde_delta_i(t) = [delta_i(t)-delta_COI(t)] - [delta_i(0)-delta_COI(0)] -> project: identical (coi_relative.m computes incremental COI-relative)","coi_relative","scripts/validation/coi_relative.m","test_coi_weighting","VERIFIED","Plotted angle is delta_i(t)-delta_i(0) (PSAT delta_Syn style)."
"CMP-06","9-11","Pairwise rotor-angle separation","PROJECT_DERIVED","Maximum angle difference between any two machines.","VALIDATION_ORACLE","delta_pairwise","delta","none","none","see source_notation/project_notation","rad","machine base","machine into network","rotor dq frame","machine into network","COI frame","Bergen & Vittal","Power Systems Analysis","2nd ed.","7.4","--","--","Eq 7.22","--","delta_pairwise = max_{i,j} |tilde_delta_i - tilde_delta_j|","identical (coi_relative.m / compare helpers compute pairwise)","source: delta_pairwise = max_{i,j} |tilde_delta_i - tilde_delta_j| -> project: identical (coi_relative.m / compare helpers compute pairwise)","coi_relative","scripts/validation/coi_relative.m","test_coi_weighting","VERIFIED","Stability indicator: large pairwise separation = instability risk."
"CMP-07","9-11","No-extrapolation interpolation","PROJECT_DERIVED","Interpolate onto common grid without extrapolating outside interval.","VALIDATION_ORACLE","y_common","none","t_ours, t_ref, y_ref","none","see source_notation/project_notation","mixed","system base","network into bus","phase reference","network into bus","common time interval only","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.x","--","y_common = interp1(t_ref, y_ref, t_ours, 'linear') within [min,max]","identical (interp_no_extrapolate.m enforces no extrapolation)","source: y_common = interp1(t_ref, y_ref, t_ours, 'linear') within [min,max] -> project: identical (interp_no_extrapolate.m enforces no extrapolation)","interp_no_extrapolate","scripts/validation/interp_no_extrapolate.m","test_interpolation_no_extrapolation","VERIFIED","Never extrapolate outside common interval."
"CMP-08","9-11","Maximum absolute error and RMSE","PROJECT_DERIVED","Error metrics: max abs and RMS.","VALIDATION_ORACLE","max_err, rmse","none","y_ours, y_ref","none","see source_notation/project_notation","mixed","system base","network into bus","phase reference","network into bus","common grid","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.6","--","--","Eq 12.x","--","max_err=max(|y_ours-y_ref|); rmse=sqrt(mean((y_ours-y_ref).^2))","identical (run_three_way_validation computes max and RMS)","source: max_err=max(|y_ours-y_ref|); rmse=sqrt(mean((y_ours-y_ref).^2)) -> project: identical (run_three_way_validation computes max and RMS)","run_three_way_validation","scripts/validation/run_three_way_validation.m","test_run_three_way_validation_structured","VERIFIED","NRMSE only where denominator physically meaningful."
"CMP-09","9-11","Eigenvalue pairing metric","PROJECT_DERIVED","Deterministic greedy eigenvalue pairing (no manual pairing).","VALIDATION_ORACLE","match, err","none","lambda_ours, lambda_ref","none","see source_notation/project_notation","1/s","system base","machine into network","rotor dq frame","machine into network","greedy nearest assignment","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.6","--","--","Eq 12.x","--","greedy: for each ref eigenvalue, nearest unused ours","identical (greedy() in generate_padiyar_two_area_report.m:274-277)","source: greedy: for each ref eigenvalue, nearest unused ours -> project: identical (greedy() in generate_padiyar_two_area_report.m:274-277)","generate_padiyar_two_area_report / greedy","scripts/reporting/generate_padiyar_two_area_report.m:274","test_padiyar_two_area_reference","VERIFIED","Deterministic; no manual pairing after viewing plot."
